product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Sports & Fitness,Cycles,3394.08,1793.71,38.96,33160.12,213.93,7.72,3.17,Eid,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,Credit Card,1690,3501251.47,2718.8
Home & Kitchen,Bedding,7535.41,3908.45,21.63,32784.81,48.87,4.47,2.52,Independence Day,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,482,2846451.39,884659.6
Toys & Games,Educational Toys,5368.6,2217.81,37.8,21001.87,320.01,6.27,3.51,Eid,Social Media,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1451,4845279.61,1076901.22
Beauty & Personal Care,Grooming,1337.5,551.08,13.86,33856.72,114.17,6.42,4.83,Independence Day,Affiliate,Medium,Flipkart,North,Delhi,New Delhi,UPI,2137,2462085.78,979856.6
Automotive,Car Electronics,3918.37,2548.64,40.86,31268.4,61.89,10.6,4.54,Holi,Affiliate,Low,Flipkart,West,Maharashtra,Mumbai,Credit Card,2765,6407400.91,-1037797.83
Sports & Fitness,Yoga Mats,530.31,357.13,14.84,7508.05,147.23,6.93,3.25,Diwali,Organic Search,Low,Myntra,West,Maharashtra,Mumbai,UPI,2058,929417.49,-139295.78
Automotive,Car Electronics,3915.08,2247.04,27.47,24570.53,197.39,4.88,2.57,Dussehra,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,844,2396628.75,281757.01
Automotive,Helmets,5616.4,3650.35,9.56,7258.88,219.43,5.0,2.9,Holi,Influencer,Medium,Myntra,North,Delhi,New Delhi,Credit Card,548,2783550.74,627641.33
Fashion,Handbags,2358.16,1224.46,33.03,32835.52,306.05,13.06,2.78,Regular Season,Social Media,Low,Snapdeal,East,West Bengal,Kolkata,Debit Card,841,1328157.45,-42266.44
Toys & Games,Action Figures,4394.72,2273.48,25.47,17146.33,48.61,4.83,4.37,Diwali,Email Marketing,High,Flipkart,Central,Rajasthan,Jaipur,UPI,1451,4752583.37,1324547.83
Books,Self-Help,648.08,348.07,50.77,37972.31,77.84,5.26,2.6,Raksha Bandhan,Affiliate,High,Meesho,West,Maharashtra,Mumbai,UPI,1114,355421.46,-164394.07
Beauty & Personal Care,Grooming,2826.48,1244.32,20.09,31403.02,121.24,3.82,4.13,Independence Day,Organic Search,Medium,Flipkart,East,West Bengal,Kolkata,Net Banking,1352,3053681.51,1156844.4
Books,Competitive Exams,1163.7,620.9,41.35,29609.26,197.82,4.59,4.6,Diwali,Email Marketing,Low,Flipkart,West,Maharashtra,Mumbai,Credit Card,6227,4249990.08,-950425.31
Home & Kitchen,Kitchen Appliances,3344.83,1860.66,15.86,23921.29,245.48,10.92,3.76,Regular Season,Search Ads,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,739,2079797.23,451995.25
Toys & Games,Puzzles,5226.52,2192.43,54.56,32735.58,323.53,8.98,2.66,Independence Day,Organic Search,Low,Myntra,North,Delhi,New Delhi,UPI,789,1873820.31,-194303.74
Toys & Games,Action Figures,520.15,314.14,25.41,14880.34,183.12,12.54,4.82,Republic Day,Affiliate,Low,Flipkart,East,West Bengal,Kolkata,UPI,2347,910588.79,-321422.08
Electronics,Smartphones,10941.13,8457.2,30.13,31538.56,316.23,7.53,4.85,Diwali,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,Credit Card,2954,22582052.49,-3871665.65
Fashion,Footwear,660.95,315.14,48.41,16823.13,94.04,17.21,3.23,Christmas,Influencer,Low,Amazon,West,Maharashtra,Mumbai,Credit Card,1788,609679.58,-177469.45
Home & Kitchen,Storage,7929.68,3716.26,37.96,10115.48,98.63,7.9,4.76,Raksha Bandhan,Influencer,High,Flipkart,South,Karnataka,Bengaluru,Credit Card,1160,5706705.23,1181658.61
Automotive,Riding Gear,1156.95,701.93,30.52,7553.49,83.51,7.05,2.68,Holi,Social Media,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,779,626198.26,-5143.56
Home & Kitchen,Cookware,2380.97,1170.01,34.85,10647.71,129.01,5.69,3.93,Regular Season,Email Marketing,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,1120,1737346.19,249044.71
Books,Competitive Exams,233.61,110.17,17.13,30267.54,138.51,3.61,4.54,Christmas,Search Ads,High,Flipkart,West,Maharashtra,Mumbai,Credit Card,2455,475269.85,-174085.82
Home & Kitchen,Cookware,7944.29,3951.89,32.38,33717.72,317.91,7.75,3.69,Regular Season,Search Ads,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,946,5081844.74,924809.23
Fashion,Men's Apparel,3380.66,1341.42,50.56,6202.2,320.56,20.13,2.84,Regular Season,Email Marketing,Low,Meesho,West,Maharashtra,Mumbai,Credit Card,705,1178335.8,-69901.08
Home & Kitchen,Cookware,3099.48,1493.48,33.78,15162.2,64.45,7.7,3.36,Navratri,Organic Search,Low,Flipkart,East,West Bengal,Kolkata,COD,1908,3916123.55,868842.51
Electronics,Smartphones,8077.33,6512.4,7.07,3921.44,341.83,9.65,2.93,Holi,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,UPI,354,2657217.02,165442.01
Beauty & Personal Care,Skincare,2415.87,969.42,29.9,25948.2,50.17,7.14,4.23,Christmas,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,2088,3536079.93,1341357.0
Fashion,Handbags,357.87,128.13,36.01,6402.32,58.46,24.42,3.46,Navratri,Influencer,Low,Amazon,North,Delhi,New Delhi,Credit Card,2277,521435.31,56102.95
Home & Kitchen,Bedding,4238.09,2346.32,32.92,8109.4,125.89,10.38,4.31,Navratri,Influencer,Medium,Myntra,North,Delhi,New Delhi,UPI,1612,4582772.16,480778.08
Sports & Fitness,Supplements,1665.4,1101.55,17.07,31756.91,192.85,6.06,3.63,Diwali,Social Media,Low,Meesho,South,Karnataka,Bengaluru,Credit Card,2436,3364399.11,124596.24
Beauty & Personal Care,Fragrances,1785.15,805.82,19.7,32357.36,187.89,6.34,3.55,Diwali,Search Ads,Medium,Meesho,West,Maharashtra,Mumbai,Debit Card,2155,3089139.59,874977.56
Books,Self-Help,1435.13,730.22,39.33,33627.64,230.86,4.21,3.11,Navratri,Social Media,Low,Flipkart,East,West Bengal,Kolkata,UPI,1757,1529808.25,-214478.81
Automotive,Helmets,5464.31,2388.06,18.19,32332.17,99.59,5.69,3.64,Navratri,Organic Search,Medium,Flipkart,North,Delhi,New Delhi,Debit Card,1291,5771224.45,2479822.83
Toys & Games,Board Games,3890.21,2512.57,14.05,36386.5,122.86,13.71,4.62,Regular Season,Search Ads,High,Amazon,North,Delhi,New Delhi,Debit Card,979,3273419.15,564391.64
Fashion,Footwear,4254.67,2214.53,31.35,1338.73,233.87,17.32,2.76,Eid,Search Ads,Medium,Meesho,Central,Rajasthan,Jaipur,Debit Card,471,1375711.38,166473.23
Sports & Fitness,Gym Equipment,3415.46,2102.6,18.81,5748.3,82.75,13.55,3.51,Regular Season,Email Marketing,High,Meesho,South,Karnataka,Bengaluru,Credit Card,372,1031560.45,184280.49
Toys & Games,Board Games,689.09,310.16,35.05,15854.27,157.62,6.27,4.26,Regular Season,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,2302,1030292.22,-84958.45
Sports & Fitness,Supplements,3948.01,2665.24,17.43,12253.69,164.27,12.99,4.44,Holi,Affiliate,Medium,Meesho,West,Maharashtra,Mumbai,UPI,1219,3973783.79,393842.57
Home & Kitchen,Cookware,7785.39,3792.32,41.23,36742.42,191.48,7.08,4.68,Diwali,Affiliate,Medium,Snapdeal,North,Delhi,New Delhi,Credit Card,3299,15094487.75,1671384.93
Automotive,Riding Gear,1667.03,773.13,20.4,24284.25,182.89,12.13,2.9,Holi,Email Marketing,Low,Snapdeal,North,Delhi,New Delhi,UPI,1401,1859065.19,447009.96
Fashion,Footwear,4300.13,2339.93,24.31,24954.76,95.37,15.57,2.74,Christmas,Social Media,Medium,Snapdeal,Central,Rajasthan,Jaipur,Credit Card,733,2385745.24,503510.44
Automotive,Cleaning Care,1538.74,884.39,52.01,9471.31,94.87,9.49,4.43,Christmas,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,UPI,3348,2472301.56,-901051.77
Automotive,Car Electronics,5737.23,3457.94,27.64,4348.05,272.22,3.95,3.51,Navratri,Affiliate,Low,Myntra,West,Maharashtra,Mumbai,COD,1020,4234488.82,385063.6
Books,Children Books,568.61,290.36,15.85,15149.47,347.18,5.17,4.1,Independence Day,Search Ads,Medium,Myntra,Central,Rajasthan,Jaipur,COD,1659,793807.14,-300136.12
Home & Kitchen,Kitchen Appliances,3970.0,2485.91,54.03,13724.25,274.67,5.67,4.49,Navratri,Affiliate,High,Myntra,South,Karnataka,Bengaluru,Debit Card,2104,3839818.94,-2072689.53
Toys & Games,Board Games,1358.26,895.99,47.78,39312.76,47.79,9.32,3.05,Christmas,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,Debit Card,1970,1397288.24,-546785.17
Books,Non-Fiction,693.48,372.68,44.51,10173.75,145.54,2.99,3.52,Raksha Bandhan,Search Ads,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,1694,651871.62,-244571.77
Automotive,Car Electronics,4597.64,1976.46,47.79,24948.14,161.9,13.08,3.62,Eid,Email Marketing,Low,Amazon,East,West Bengal,Kolkata,UPI,1972,4733643.71,343518.76
Electronics,Accessories,14478.33,11240.7,44.13,23459.31,259.9,5.27,4.81,Christmas,Email Marketing,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1336,10806961.41,-4788305.47
Sports & Fitness,Cycles,3290.16,1811.91,42.56,15584.49,61.62,3.13,3.65,Christmas,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1353,2556991.27,-13967.18
Electronics,Smartphones,4056.94,2911.04,35.02,23795.58,55.73,6.41,4.73,Eid,Social Media,Medium,Meesho,West,Maharashtra,Mumbai,UPI,2748,7244276.53,-1065303.94
Toys & Games,Puzzles,5723.9,3977.2,20.31,38101.88,243.79,6.69,2.62,Independence Day,Influencer,Medium,Amazon,East,West Bengal,Kolkata,UPI,545,2485949.87,106711.41
Home & Kitchen,Cookware,3507.67,1914.88,41.49,14592.61,317.06,13.72,2.58,Diwali,Social Media,Medium,Meesho,West,Maharashtra,Mumbai,UPI,1295,2657777.34,-360400.33
Books,Competitive Exams,635.33,364.56,25.99,1253.68,162.61,2.92,4.05,Republic Day,Search Ads,High,Amazon,South,Karnataka,Bengaluru,UPI,658,309396.69,-42048.14
Books,Non-Fiction,1181.73,541.18,29.85,31974.8,260.24,3.9,3.42,Regular Season,Social Media,High,Snapdeal,South,Karnataka,Bengaluru,UPI,989,819864.78,-14951.72
Books,Non-Fiction,1136.27,529.57,9.5,36472.75,314.78,3.37,4.69,Eid,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,Net Banking,1923,1977467.73,298530.55
Beauty & Personal Care,Skincare,1775.41,590.88,8.53,33163.25,295.46,2.81,2.99,Independence Day,Search Ads,Low,Myntra,North,Delhi,New Delhi,UPI,794,1289430.22,545921.11
Sports & Fitness,Supplements,2812.24,1574.17,12.15,6012.63,83.96,8.61,4.08,Raksha Bandhan,Social Media,High,Amazon,East,West Bengal,Kolkata,UPI,645,1593506.58,493813.58
Beauty & Personal Care,Grooming,2563.79,909.96,26.64,20568.29,135.16,4.39,2.75,Eid,Affiliate,High,Flipkart,East,West Bengal,Kolkata,Credit Card,753,1416239.65,598941.96
Fashion,Footwear,1182.82,464.74,54.92,23538.33,59.57,24.53,4.46,Holi,Email Marketing,Low,Meesho,East,West Bengal,Kolkata,Debit Card,4142,2208577.59,-134963.04
Sports & Fitness,Sportswear,787.27,354.52,5.69,22915.7,66.54,14.51,3.5,Regular Season,Affiliate,Medium,Flipkart,South,Karnataka,Bengaluru,Credit Card,963,715002.79,269573.06
Electronics,Headphones,20928.76,17504.01,12.21,9334.41,227.81,8.0,4.04,Independence Day,Affiliate,Medium,Meesho,West,Maharashtra,Mumbai,Credit Card,481,8837585.39,126473.92
Beauty & Personal Care,Fragrances,573.22,273.08,43.72,13858.81,308.97,4.86,2.81,Raksha Bandhan,Affiliate,High,Flipkart,East,West Bengal,Kolkata,UPI,865,279056.11,-247640.35
Toys & Games,Dolls,617.63,315.62,53.22,34589.81,225.22,8.69,3.01,Regular Season,Social Media,Medium,Meesho,East,West Bengal,Kolkata,Debit Card,1435,414610.7,-419966.72
Fashion,Women's Ethnic Wear,3161.61,1168.75,8.92,34141.56,322.44,22.26,3.25,Christmas,Affiliate,High,Amazon,Central,Rajasthan,Jaipur,Credit Card,681,1961003.78,842629.52
Sports & Fitness,Supplements,4172.27,1859.7,41.44,2137.26,40.26,11.65,2.51,Holi,Organic Search,Medium,Myntra,East,West Bengal,Kolkata,Debit Card,462,1128795.97,222770.07
Books,Self-Help,391.61,207.21,37.15,31676.95,106.68,5.41,3.17,Eid,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1421,349746.3,-136051.29
Toys & Games,Board Games,5539.19,2370.72,39.81,39254.35,333.58,6.59,2.83,Diwali,Influencer,Low,Amazon,South,Karnataka,Bengaluru,UPI,1624,5414478.46,902161.22
Automotive,Cleaning Care,5917.21,4055.4,26.88,37305.55,234.89,3.72,2.79,Regular Season,Influencer,Low,Snapdeal,South,Karnataka,Bengaluru,UPI,741,3206057.99,-41536.82
Fashion,Footwear,1463.62,521.43,42.99,18023.55,145.24,18.33,3.02,Independence Day,Social Media,Medium,Meesho,South,Karnataka,Bengaluru,UPI,1030,859442.05,116426.45
Electronics,Laptops,14968.16,10928.74,28.02,32358.1,212.86,11.67,4.0,Raksha Bandhan,Organic Search,Low,Myntra,South,Karnataka,Bengaluru,UPI,1072,11549815.44,-781455.41
Books,Children Books,1477.65,713.73,18.62,29566.32,344.08,5.85,2.98,Regular Season,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,810,974034.37,71034.81
Toys & Games,Puzzles,2555.57,1056.12,47.27,5972.16,245.65,5.58,4.79,Navratri,Influencer,High,Amazon,North,Delhi,New Delhi,UPI,2219,2990218.02,47717.77
Sports & Fitness,Cycles,5382.75,2983.5,14.19,8241.43,124.61,9.13,3.52,Holi,Organic Search,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,774,3575057.84,1104028.26
Fashion,Handbags,327.75,163.45,41.48,5244.09,109.23,22.41,3.21,Diwali,Influencer,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,1922,368638.25,-201820.89
Home & Kitchen,Cookware,3911.9,2360.98,41.31,14531.02,175.17,10.94,2.56,Dussehra,Influencer,High,Amazon,Central,Rajasthan,Jaipur,UPI,532,1221415.67,-181797.4
Automotive,Car Accessories,4125.93,2873.08,48.18,23644.03,224.76,8.63,2.99,Regular Season,Social Media,Low,Flipkart,North,Delhi,New Delhi,UPI,966,2065362.99,-1020042.28
Sports & Fitness,Cycles,3863.12,2029.87,50.41,20350.78,209.99,14.93,2.62,Holi,Influencer,Medium,Amazon,East,West Bengal,Kolkata,UPI,1033,1978940.01,-449644.34
Sports & Fitness,Cycles,3832.87,2216.6,13.72,38031.31,256.4,6.75,3.64,Independence Day,Affiliate,High,Meesho,Central,Rajasthan,Jaipur,UPI,808,2672056.19,598625.51
Books,Non-Fiction,218.3,98.02,37.78,33823.69,256.83,2.54,2.6,Holi,Search Ads,Medium,Myntra,South,Karnataka,Bengaluru,UPI,1493,202788.61,-366625.19
Sports & Fitness,Supplements,1231.07,769.55,43.95,34329.07,44.18,12.3,2.98,Navratri,Influencer,Medium,Myntra,North,Delhi,New Delhi,UPI,1758,1213045.9,-298197.84
Books,Children Books,766.43,317.97,51.22,13585.28,249.88,2.51,4.28,Diwali,Email Marketing,High,Amazon,South,Karnataka,Bengaluru,Net Banking,2975,1112247.05,-605957.47
Sports & Fitness,Sportswear,583.04,241.77,23.09,12794.54,103.14,8.11,2.73,Navratri,Influencer,Low,Amazon,Central,Rajasthan,Jaipur,UPI,1412,633163.48,120529.11
Home & Kitchen,Storage,6858.83,4290.92,51.54,9398.55,61.56,10.35,4.71,Diwali,Organic Search,High,Amazon,North,Delhi,New Delhi,UPI,2443,8120016.57,-2801513.68
Toys & Games,Dolls,5026.3,2139.13,43.53,5833.26,210.5,12.58,4.46,Regular Season,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,Net Banking,1089,3090964.9,438702.55
Toys & Games,Board Games,2836.27,1639.41,54.49,29604.23,295.5,12.88,3.56,Regular Season,Affiliate,Low,Flipkart,North,Delhi,New Delhi,UPI,1697,2190464.65,-1244559.04
Toys & Games,Board Games,1714.52,941.04,23.54,36572.3,336.66,3.6,3.05,Diwali,Email Marketing,Medium,Myntra,West,Maharashtra,Mumbai,Net Banking,1807,2368836.04,-2794.5
Electronics,Laptops,19715.17,13363.62,35.09,31752.5,130.7,3.36,3.05,Dussehra,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,732,9367489.53,-625882.73
Home & Kitchen,Kitchen Appliances,3453.13,1725.44,16.07,30269.66,160.24,11.23,4.16,Independence Day,Email Marketing,Medium,Flipkart,East,West Bengal,Kolkata,UPI,1178,3414093.75,1094829.67
Home & Kitchen,Storage,3802.1,2213.43,20.32,20254.83,118.3,10.33,3.7,Diwali,Email Marketing,Medium,Flipkart,North,Delhi,New Delhi,UPI,1723,5219851.38,1073008.06
Automotive,Cleaning Care,3124.17,2137.57,34.85,1711.57,49.74,14.41,4.35,Dussehra,Influencer,Medium,Myntra,South,Karnataka,Bengaluru,UPI,1664,3386900.2,-388596.51
Fashion,Handbags,4441.13,1710.51,40.45,17674.05,113.05,19.96,4.71,Regular Season,Organic Search,Medium,Snapdeal,East,West Bengal,Kolkata,UPI,1905,5038140.0,1362490.97
Beauty & Personal Care,Makeup,306.83,127.79,29.58,8967.94,119.15,6.35,2.76,Dussehra,Organic Search,Medium,Amazon,East,West Bengal,Kolkata,UPI,1391,300552.93,-59992.6
Toys & Games,Educational Toys,1513.09,843.5,54.75,1569.75,239.43,3.54,4.12,Raksha Bandhan,Email Marketing,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,1892,1295401.74,-777213.43
Beauty & Personal Care,Haircare,1978.82,866.8,32.58,18517.99,112.65,3.86,4.73,Eid,Search Ads,Medium,Flipkart,South,Karnataka,Bengaluru,Debit Card,2523,3365985.88,849726.24
Fashion,Men's Apparel,1864.83,988.54,38.52,33988.98,329.29,22.85,4.08,Raksha Bandhan,Email Marketing,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,2011,2305606.44,-567757.14
Home & Kitchen,Home Decor,1349.62,794.62,12.22,11785.78,188.84,8.03,3.13,Regular Season,Search Ads,Low,Myntra,Central,Rajasthan,Jaipur,Credit Card,772,914585.65,125400.56
Fashion,Footwear,488.3,258.8,10.55,14037.36,343.1,23.57,4.14,Eid,Email Marketing,Medium,Meesho,West,Maharashtra,Mumbai,Debit Card,1892,826395.99,-431790.53
Sports & Fitness,Supplements,1831.64,1214.91,14.06,39187.08,227.1,12.19,3.63,Republic Day,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,UPI,1287,2025881.39,65362.73
Fashion,Men's Apparel,3170.31,1407.83,6.81,12323.48,241.8,21.62,4.36,Dussehra,Search Ads,Low,Snapdeal,South,Karnataka,Bengaluru,UPI,1633,4824554.61,1951440.82
Fashion,Men's Apparel,3064.64,1404.09,52.08,16239.97,235.72,24.01,3.55,Holi,Influencer,High,Amazon,East,West Bengal,Kolkata,Credit Card,1581,2321817.85,-464948.64
Books,Non-Fiction,560.13,268.95,45.35,26765.12,96.8,5.67,4.56,Christmas,Search Ads,Low,Amazon,East,West Bengal,Kolkata,UPI,4213,1289645.83,-305647.19
Sports & Fitness,Gym Equipment,2040.31,1168.37,21.99,20696.64,313.25,5.06,3.35,Christmas,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,UPI,1061,1688736.23,71950.65
Books,Competitive Exams,411.05,229.03,44.21,34137.08,136.99,2.32,3.97,Navratri,Email Marketing,High,Amazon,South,Karnataka,Bengaluru,COD,3377,774429.83,-505609.05
Beauty & Personal Care,Fragrances,2080.85,716.42,54.34,26729.41,204.67,7.25,3.5,Diwali,Email Marketing,High,Flipkart,South,Karnataka,Bengaluru,COD,2434,2312582.61,-5744.17
Automotive,Helmets,3497.61,1737.29,16.25,3041.44,134.7,7.12,2.51,Diwali,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,568,1663813.08,577192.88
Sports & Fitness,Supplements,4302.12,2083.53,29.56,7202.41,296.58,11.95,3.29,Christmas,Search Ads,High,Myntra,West,Maharashtra,Mumbai,UPI,555,1681879.4,309334.75
Automotive,Helmets,5422.16,2748.39,19.51,33107.33,205.88,13.54,3.65,Dussehra,Influencer,High,Amazon,North,Delhi,New Delhi,Credit Card,982,4285739.25,1246493.18
Electronics,Accessories,3005.22,2322.75,38.32,9861.08,134.93,6.46,3.18,Raksha Bandhan,Email Marketing,Medium,Amazon,North,Delhi,New Delhi,UPI,951,1762792.33,-624141.42
Fashion,Men's Apparel,3081.17,1163.18,43.54,25806.87,263.59,15.75,3.73,Regular Season,Email Marketing,High,Myntra,Central,Rajasthan,Jaipur,Credit Card,918,1596979.04,200297.13
Automotive,Car Electronics,3833.27,1829.33,19.76,27141.42,298.04,7.44,4.55,Dussehra,Affiliate,High,Flipkart,South,Karnataka,Bengaluru,UPI,1537,4727528.96,1361281.74
Fashion,Men's Apparel,1961.24,686.82,28.26,8840.21,73.95,12.29,3.8,Independence Day,Organic Search,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,1229,1729195.1,753848.68
Books,Self-Help,573.48,239.65,28.11,753.48,78.07,2.11,4.81,Navratri,Search Ads,Medium,Amazon,West,Maharashtra,Mumbai,UPI,2420,997704.95,223016.61
Beauty & Personal Care,Fragrances,2212.58,839.13,35.31,13087.28,220.59,7.96,2.52,Dussehra,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,UPI,979,1401260.32,325764.03
Books,Competitive Exams,1405.36,809.37,6.59,11916.28,292.02,3.29,3.67,Dussehra,Organic Search,Low,Flipkart,North,Delhi,New Delhi,UPI,1399,1836532.74,267738.19
Home & Kitchen,Home Decor,4291.28,2302.99,10.65,21629.82,256.31,12.34,2.64,Dussehra,Influencer,High,Flipkart,South,Karnataka,Bengaluru,Debit Card,415,1591217.35,471430.48
Sports & Fitness,Gym Equipment,1212.65,832.15,47.91,5317.4,176.19,7.03,2.89,Eid,Affiliate,Low,Flipkart,East,West Bengal,Kolkata,UPI,1203,759898.27,-483496.34
Home & Kitchen,Home Decor,1130.0,664.29,37.16,37697.13,178.72,13.0,3.98,Regular Season,Organic Search,Low,Amazon,West,Maharashtra,Mumbai,UPI,2444,1735464.85,-443704.73
Electronics,Smartwatches,23102.54,19214.04,28.07,30108.01,81.57,9.97,3.88,Raksha Bandhan,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,UPI,880,14623538.18,-2811725.7
Sports & Fitness,Cycles,4451.83,2460.32,23.74,32379.55,270.4,5.64,3.08,Christmas,Influencer,Medium,Flipkart,South,Karnataka,Bengaluru,Debit Card,911,3092813.62,534198.46
Electronics,Laptops,2590.61,1712.18,44.3,7495.64,72.4,9.27,4.7,Republic Day,Search Ads,High,Amazon,Central,Rajasthan,Jaipur,UPI,1483,2139924.17,-577925.27
Electronics,Headphones,3012.92,1962.51,45.71,10110.19,76.29,4.78,2.97,Diwali,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,1531,2504278.54,-665930.97
Electronics,Accessories,24195.68,19357.42,47.54,21625.83,71.51,8.39,2.58,Regular Season,Email Marketing,Medium,Amazon,East,West Bengal,Kolkata,COD,301,3820609.17,-2172240.13
Toys & Games,Board Games,2274.11,1434.49,42.72,38952.05,217.35,6.14,3.64,Republic Day,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,1596,2078965.89,-642115.34
Sports & Fitness,Yoga Mats,633.5,401.04,12.54,12171.53,108.34,8.13,3.47,Diwali,Email Marketing,Low,Flipkart,South,Karnataka,Bengaluru,UPI,1853,1026671.51,47354.13
Automotive,Helmets,4423.48,2135.22,52.71,11665.29,302.22,14.93,3.88,Regular Season,Organic Search,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,861,1801094.64,-397250.46
Sports & Fitness,Gym Equipment,2831.0,1394.11,39.59,37627.7,277.54,3.45,4.59,Holi,Influencer,Medium,Myntra,North,Delhi,New Delhi,UPI,2773,4742404.29,22672.12
Toys & Games,Educational Toys,524.94,300.37,21.1,5028.18,76.28,10.12,3.08,Raksha Bandhan,Email Marketing,High,Meesho,South,Karnataka,Bengaluru,UPI,619,256375.97,11108.24
Beauty & Personal Care,Grooming,268.24,110.36,54.72,19815.9,91.37,7.22,3.39,Diwali,Influencer,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,3682,447212.3,-334852.92
Automotive,Helmets,3802.12,1799.88,41.23,38410.83,303.47,3.3,3.19,Independence Day,Influencer,Medium,Flipkart,Central,Rajasthan,Jaipur,Net Banking,1395,3117135.76,116852.19
Toys & Games,Dolls,5741.03,3087.07,43.56,24255.83,108.07,11.13,4.31,Republic Day,Organic Search,High,Amazon,South,Karnataka,Bengaluru,UPI,1105,3580462.25,-75985.84
Automotive,Cleaning Care,3671.09,1615.74,14.84,26727.62,297.41,9.01,3.33,Regular Season,Organic Search,Low,Amazon,East,West Bengal,Kolkata,Debit Card,711,2222799.47,800419.47
Fashion,Handbags,1492.95,770.04,29.3,11397.61,266.34,23.79,3.12,Navratri,Social Media,Medium,Flipkart,South,Karnataka,Bengaluru,Debit Card,1147,1210676.45,-78317.74
Home & Kitchen,Storage,5179.26,3160.44,12.46,16359.31,225.13,13.48,4.6,Dussehra,Organic Search,Medium,Amazon,North,Delhi,New Delhi,UPI,1499,6796352.38,1522624.44
Home & Kitchen,Cookware,1931.85,1150.23,43.37,19530.83,69.64,11.6,3.58,Holi,Organic Search,Low,Amazon,South,Karnataka,Bengaluru,UPI,2015,2204423.41,-348497.99
Electronics,Accessories,14721.17,9825.15,42.68,28646.25,203.21,4.36,2.57,Navratri,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,784,6615528.92,-1362786.47
Sports & Fitness,Sportswear,3638.38,2161.79,21.26,38000.79,191.75,8.15,3.26,Dussehra,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1079,3091184.38,457756.68
Sports & Fitness,Cycles,5089.87,2669.73,5.05,18628.61,90.25,11.08,2.81,Regular Season,Social Media,Medium,Meesho,North,Delhi,New Delhi,Debit Card,334,1614165.74,647334.05
Electronics,Laptops,13725.26,9945.63,45.42,37850.65,126.7,10.18,4.71,Independence Day,Organic Search,High,Myntra,Central,Rajasthan,Jaipur,UPI,1427,10690009.34,-4091455.92
Fashion,Handbags,3257.49,1619.49,36.93,9593.72,154.15,16.58,2.51,Independence Day,Affiliate,Low,Flipkart,West,Maharashtra,Mumbai,UPI,732,1503893.23,137503.18
Home & Kitchen,Cookware,4573.85,2853.97,38.38,23338.32,70.81,12.02,4.39,Diwali,Organic Search,Medium,Meesho,East,West Bengal,Kolkata,UPI,3494,9847511.86,-709528.85
Toys & Games,Puzzles,3181.03,1554.2,54.43,14655.04,70.13,11.7,3.26,Dussehra,Social Media,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,1378,1997542.42,-323737.11
Beauty & Personal Care,Skincare,273.85,111.66,41.04,18843.89,286.32,4.57,3.75,Regular Season,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,COD,1720,277714.57,-439102.1
