Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Shipping_Cost
ORD-005024,8/12/2022,2022,8,Q3,Summer,CUST-03728,Male,VIP,Middle East,UAE,Beauty & Health,Skincare,Vitamin C Serum,78.88,1,0.2,19.06
ORD-005025,12/2/2023,2023,12,Q4,Winter,CUST-04971,Male,VIP,Europe,Italy,Books & Media,Books,Thinking Fast and Slow,37.86,9,0.05,15.51
ORD-005026,1/17/2024,2024,1,Q1,Winter,CUST-01578,Male,Regular,Asia,Japan,Electronics,Tablets,Amazon Fire HD 10,198.62,2,0.15,34.18
ORD-005027,4/26/2024,2024,4,Q2,Spring,CUST-06598,Female,Regular,Asia,India,Books & Media,Books,The Psychology of Money,37.47,2,0,11.48
ORD-005028,6/5/2023,2023,6,Q2,Summer,CUST-05961,Female,New,North America,USA,Electronics,Tablets,Huawei MatePad 11,1045.32,2,0,51.48
ORD-005029,3/29/2023,2023,3,Q1,Spring,CUST-05608,Male,Premium,Asia,Japan,Electronics,Headphones,Sony WH-1000XM5,310.15,4,0,36.9
ORD-005030,6/6/2023,2023,6,Q2,Summer,CUST-06024,Female,New,North America,Mexico,Home & Kitchen,Kitchen Tools,Cutting Board Set,138.92,1,0,89.94
ORD-005031,9/13/2022,2022,9,Q3,Fall,CUST-07311,Male,Regular,Europe,UK,Electronics,Tablets,Samsung Galaxy Tab S9,486.11,1,0.4,21.51
ORD-005032,7/22/2023,2023,7,Q3,Summer,CUST-03611,Male,Regular,Europe,France,Clothing,Footwear,Puma Running Shoes,100.52,1,0,6.12
ORD-005033,4/16/2022,2022,4,Q2,Spring,CUST-06504,Male,Premium,Asia,China,Beauty & Health,Skincare,Vitamin C Serum,26.79,3,0,16.47
ORD-005034,10/6/2023,2023,10,Q4,Fall,CUST-03381,Female,VIP,Asia,China,Electronics,Laptops,MacBook Air M2,2271.69,4,0.5,59
ORD-005035,5/17/2023,2023,5,Q2,Spring,CUST-02255,Male,Premium,Middle East,Egypt,Electronics,Laptops,HP Spectre x360,1241.76,6,0,34.55
ORD-005036,6/12/2024,2024,6,Q2,Summer,CUST-07918,Male,Premium,Middle East,UAE,Books & Media,Software,VPN Premium 1Y,101.71,4,0.4,8.76
ORD-005037,9/1/2023,2023,9,Q3,Fall,CUST-05326,Female,Regular,Asia,South Korea,Beauty & Health,Skincare,Hyaluronic Acid,21.74,1,0,2.59
ORD-005038,9/17/2024,2024,9,Q3,Fall,CUST-02252,Male,Regular,North America,USA,Beauty & Health,Supplements,Collagen Peptides,65.24,1,0.3,2.73
ORD-005039,7/4/2022,2022,7,Q3,Summer,CUST-06126,Female,Regular,Asia,China,Home & Kitchen,Furniture,TV Stand,320.17,2,0.15,80.97
ORD-005040,10/19/2021,2021,10,Q4,Fall,CUST-05023,Female,Regular,North America,Canada,Electronics,Tablets,Amazon Fire HD 10,1084.13,8,0.1,81.17
ORD-005041,7/27/2023,2023,7,Q3,Summer,CUST-07089,Male,Premium,North America,USA,Clothing,Women's Wear,Yoga Pants,20.78,2,0.1,16.72
ORD-005042,9/17/2023,2023,9,Q3,Fall,CUST-06223,Male,Regular,Europe,Spain,Electronics,Headphones,Bose QC45,95.32,2,0.05,16.38
ORD-005043,8/7/2021,2021,8,Q3,Summer,CUST-04362,Female,Regular,North America,Canada,Beauty & Health,Skincare,Hyaluronic Acid,36.24,3,0.3,15.34
ORD-005044,10/31/2023,2023,10,Q4,Fall,CUST-05662,Male,Premium,Europe,Germany,Clothing,Footwear,Puma Running Shoes,66.51,2,0.1,49.41
ORD-005045,12/3/2023,2023,12,Q4,Winter,CUST-05010,Female,Regular,Europe,UK,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,35.01,1,0,10.42
ORD-005046,7/29/2022,2022,7,Q3,Summer,CUST-02547,Male,Regular,North America,Mexico,Beauty & Health,Supplements,Collagen Peptides,23.62,1,0.05,8.9
ORD-005047,1/16/2023,2023,1,Q1,Winter,CUST-03930,Female,Regular,North America,Mexico,Books & Media,Software,Microsoft Office 365,111.51,5,0.5,64.74
ORD-005048,2/3/2024,2024,2,Q1,Winter,CUST-07624,Male,VIP,North America,USA,Beauty & Health,Skincare,Moisturizing Cream,24.99,2,0.4,14.13
ORD-005049,7/27/2023,2023,7,Q3,Summer,CUST-05595,Female,Premium,Middle East,Jordan,Electronics,Laptops,Lenovo ThinkPad X1,1479.8,3,0,6.15
ORD-005050,8/23/2022,2022,8,Q3,Summer,CUST-03948,Female,Regular,Middle East,Egypt,Clothing,Men's Wear,Hoodie Sweatshirt,66.37,1,0.1,10.18
ORD-005051,8/19/2024,2024,8,Q3,Summer,CUST-07418,Male,Regular,Europe,Spain,Home & Kitchen,Kitchen Tools,Storage Container Set,39.8,3,0.3,12.59
ORD-005052,9/12/2024,2024,9,Q3,Fall,CUST-07572,Female,Regular,Europe,France,Home & Kitchen,Furniture,Study Desk,221.83,1,0.1,31.72
ORD-005053,10/22/2023,2023,10,Q4,Fall,CUST-03148,Female,Premium,Middle East,Saudi Arabia,Books & Media,Books,The Psychology of Money,13.23,1,0.1,4.49
ORD-005054,9/17/2022,2022,9,Q3,Fall,CUST-03091,Female,Regular,Europe,Italy,Home & Kitchen,Appliances,Air Fryer 5.5L,201.07,2,0.4,54.96
ORD-005055,11/22/2022,2022,11,Q4,Fall,CUST-07772,Male,Regular,North America,Mexico,Clothing,Women's Wear,High-Waist Jeans,43.75,1,0,56.06
ORD-005056,9/19/2022,2022,9,Q3,Fall,CUST-07153,Female,Regular,Europe,France,Clothing,Women's Wear,Maxi Skirt,31.05,1,0.3,6.31
ORD-005057,10/23/2023,2023,10,Q4,Fall,CUST-02636,Female,Regular,Europe,Germany,Clothing,Men's Wear,Chino Pants,49.48,2,0.05,4.81
ORD-005058,1/10/2022,2022,1,Q1,Winter,CUST-05264,Male,New,Asia,China,Electronics,Smartphones,Xiaomi 13,1044.02,1,0.15,9.65
ORD-005059,1/27/2022,2022,1,Q1,Winter,CUST-06367,Female,New,Asia,South Korea,Electronics,Tablets,Huawei MatePad 11,980.77,3,0.15,58.11
ORD-005060,1/10/2022,2022,1,Q1,Winter,CUST-02316,Male,Regular,Asia,Singapore,Books & Media,Books,Rich Dad Poor Dad,11.97,4,0.5,33.52
ORD-005061,6/24/2021,2021,6,Q2,Summer,CUST-03373,Female,New,North America,USA,Electronics,Tablets,iPad Pro 12.9,189.42,1,0.3,2.27
ORD-005062,4/10/2024,2024,4,Q2,Spring,CUST-01380,Female,Regular,North America,Mexico,Beauty & Health,Skincare,Retinol Night Cream,33.94,3,0,7.83
ORD-005063,11/26/2021,2021,11,Q4,Fall,CUST-04921,Male,New,Middle East,Kuwait,Electronics,Smartphones,OnePlus 11,911.02,4,0,18.78
ORD-005064,5/8/2023,2023,5,Q2,Spring,CUST-05500,Female,Regular,Asia,South Korea,Beauty & Health,Supplements,Multivitamin Pack,71.47,5,0.1,11.08
ORD-005065,8/5/2023,2023,8,Q3,Summer,CUST-05579,Female,Premium,Asia,Japan,Clothing,Women's Wear,Blouse Top,25.69,3,0.1,61.11
ORD-005066,10/27/2024,2024,10,Q4,Fall,CUST-03588,Female,Regular,Asia,China,Beauty & Health,Supplements,Vitamin D3,47.08,1,0.2,10.15
ORD-005067,8/23/2023,2023,8,Q3,Summer,CUST-07942,Female,Regular,North America,Mexico,Books & Media,Books,The Psychology of Money,12.66,2,0,6.14
ORD-005068,8/31/2021,2021,8,Q3,Summer,CUST-05135,Male,Premium,Asia,India,Books & Media,Software,VPN Premium 1Y,191.73,1,0.4,9.33
ORD-005069,2/26/2022,2022,2,Q1,Winter,CUST-01672,Male,Premium,Asia,India,Home & Kitchen,Appliances,Blender Pro,79.35,3,0.15,9.98
ORD-005070,7/9/2023,2023,7,Q3,Summer,CUST-06809,Female,New,Europe,UK,Clothing,Women's Wear,Yoga Pants,142.69,2,0.2,14.41
ORD-005071,8/7/2021,2021,8,Q3,Summer,CUST-04065,Female,Regular,Europe,UK,Clothing,Women's Wear,Summer Dress,63.8,2,0.1,9.51
ORD-005072,5/25/2024,2024,5,Q2,Spring,CUST-06690,Female,Regular,Europe,Italy,Electronics,Smartphones,OnePlus 11,385.65,2,0.5,96.71
ORD-005073,8/24/2023,2023,8,Q3,Summer,CUST-04548,Male,New,Middle East,Kuwait,Electronics,Laptops,Dell XPS 15,1038.91,4,0.15,84.08
ORD-005074,12/25/2023,2023,12,Q4,Winter,CUST-04568,Male,Regular,North America,Canada,Books & Media,Software,VPN Premium 1Y,34.34,2,0.1,9.75
ORD-005075,3/4/2024,2024,3,Q1,Spring,CUST-07491,Male,Premium,North America,Mexico,Beauty & Health,Skincare,Sunscreen SPF50,47.8,2,0.15,9.35
ORD-005076,4/8/2024,2024,4,Q2,Spring,CUST-05480,Female,Regular,Europe,France,Beauty & Health,Supplements,Collagen Peptides,76.56,1,0.4,2.74
ORD-005077,10/9/2022,2022,10,Q4,Fall,CUST-02262,Male,New,Asia,China,Books & Media,Software,Adobe Creative Cloud,140.35,1,0.1,6.92
ORD-005078,1/4/2024,2024,1,Q1,Winter,CUST-05927,Male,VIP,Middle East,Jordan,Beauty & Health,Supplements,Whey Protein 2kg,34.3,2,0,52.63
ORD-005079,8/8/2022,2022,8,Q3,Summer,CUST-06313,Male,Regular,Middle East,Saudi Arabia,Electronics,Headphones,Samsung Galaxy Buds,291.73,1,0,10.86
ORD-005080,4/23/2024,2024,4,Q2,Spring,CUST-06329,Male,Regular,Middle East,Saudi Arabia,Electronics,Laptops,ASUS ZenBook,1219.4,5,0.5,15.98
ORD-005081,6/28/2023,2023,6,Q2,Summer,CUST-05858,Male,Regular,Asia,Singapore,Books & Media,Software,VPN Premium 1Y,76.6,3,0.05,57.38
ORD-005082,4/22/2023,2023,4,Q2,Spring,CUST-06191,Male,Premium,Europe,Italy,Electronics,Tablets,Huawei MatePad 11,761.23,2,0.15,15.28
ORD-005083,5/12/2024,2024,5,Q2,Spring,CUST-04121,Male,Premium,Europe,Italy,Books & Media,Software,Antivirus Pro,231.43,1,0.1,71.49
ORD-005084,3/2/2023,2023,3,Q1,Spring,CUST-01092,Female,VIP,Asia,India,Clothing,Men's Wear,Chino Pants,19.23,1,0.4,48.93
ORD-005085,5/13/2023,2023,5,Q2,Spring,CUST-06776,Female,Regular,Asia,India,Books & Media,Books,Atomic Habits,23.13,2,0.15,16.16
ORD-005086,5/30/2023,2023,5,Q2,Spring,CUST-05127,Female,New,Middle East,Egypt,Beauty & Health,Supplements,Multivitamin Pack,32.54,1,0.4,27.41
ORD-005087,5/26/2023,2023,5,Q2,Spring,CUST-01564,Female,Premium,Asia,South Korea,Beauty & Health,Skincare,Vitamin C Serum,20.03,1,0,69.51
ORD-005088,6/9/2022,2022,6,Q2,Summer,CUST-02000,Male,New,Middle East,Saudi Arabia,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,32.97,1,0.5,26.95
ORD-005089,12/7/2023,2023,12,Q4,Winter,CUST-03918,Male,New,Asia,Singapore,Home & Kitchen,Appliances,Microwave Oven,36.33,2,0.25,6.1
ORD-005090,8/25/2023,2023,8,Q3,Summer,CUST-07689,Male,Premium,Europe,Germany,Books & Media,Books,The Psychology of Money,28.65,3,0.2,34.53
ORD-005091,10/4/2023,2023,10,Q4,Fall,CUST-04939,Female,New,Europe,France,Books & Media,Software,Photo Editing Suite,43.94,2,0,7.62
ORD-005092,1/31/2023,2023,1,Q1,Winter,CUST-05313,Female,Premium,Europe,Spain,Clothing,Men's Wear,Formal Shirt,60.46,2,0,14.39
ORD-005093,9/5/2023,2023,9,Q3,Fall,CUST-05724,Male,Premium,Asia,India,Electronics,Tablets,iPad Pro 12.9,729.93,2,0.4,15.58
ORD-005094,2/24/2024,2024,2,Q1,Winter,CUST-02963,Female,New,Europe,UK,Beauty & Health,Skincare,Retinol Night Cream,46.25,5,0.05,4.81
ORD-005095,5/20/2022,2022,5,Q2,Spring,CUST-01024,Male,VIP,Europe,Germany,Home & Kitchen,Furniture,Study Desk,297.78,1,0.3,7.06
ORD-005096,8/28/2023,2023,8,Q3,Summer,CUST-04343,Female,Regular,Middle East,Saudi Arabia,Clothing,Footwear,Nike Air Max,97.88,1,0.5,7.14
ORD-005097,6/16/2021,2021,6,Q2,Summer,CUST-05331,Female,Regular,North America,Canada,Books & Media,Software,Adobe Creative Cloud,246.41,5,0.05,6.75
ORD-005098,8/5/2022,2022,8,Q3,Summer,CUST-05631,Female,Regular,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,13.2,6,0,73.14
ORD-005099,11/1/2023,2023,11,Q4,Fall,CUST-05897,Female,New,Asia,South Korea,Books & Media,Books,Thinking Fast and Slow,15.11,4,0.05,11.28
ORD-005100,7/3/2022,2022,7,Q3,Summer,CUST-06456,Male,Premium,Europe,Germany,Beauty & Health,Supplements,Omega-3 Fish Oil,51.12,1,0,30.32
ORD-005101,6/1/2023,2023,6,Q2,Summer,CUST-05045,Male,New,Asia,Singapore,Clothing,Men's Wear,Slim Fit Jeans,46.6,1,0.25,9.76
ORD-005102,11/7/2022,2022,11,Q4,Fall,CUST-05577,Female,New,Asia,Singapore,Electronics,Laptops,Lenovo ThinkPad X1,703.08,1,0.15,8.94
ORD-005103,5/4/2022,2022,5,Q2,Spring,CUST-05678,Female,New,Europe,Spain,Electronics,Tablets,Huawei MatePad 11,1086.91,1,0.25,33.06
ORD-005104,12/29/2023,2023,12,Q4,Winter,CUST-01788,Male,Regular,Middle East,Saudi Arabia,Home & Kitchen,Furniture,Bookshelf 5-Tier,95.51,1,0,5.93
ORD-005105,7/26/2021,2021,7,Q3,Summer,CUST-02629,Female,New,Europe,Germany,Electronics,Laptops,ASUS ZenBook,2210.86,3,0.4,8.17
ORD-005106,8/29/2024,2024,8,Q3,Summer,CUST-02527,Female,Regular,North America,USA,Home & Kitchen,Kitchen Tools,Knife Block Set,115.48,1,0.4,54.97
ORD-005107,2/25/2022,2022,2,Q1,Winter,CUST-07173,Female,Regular,North America,Mexico,Clothing,Footwear,Nike Air Max,190.57,2,0,51.27
ORD-005108,4/30/2024,2024,4,Q2,Spring,CUST-01572,Male,Regular,North America,USA,Books & Media,Books,Rich Dad Poor Dad,28.39,4,0.1,82.34
ORD-005109,8/22/2023,2023,8,Q3,Summer,CUST-06482,Male,Premium,North America,Mexico,Clothing,Women's Wear,Blouse Top,26.41,1,0.15,8.24
ORD-005110,6/19/2023,2023,6,Q2,Summer,CUST-03770,Male,Regular,North America,USA,Books & Media,Software,VPN Premium 1Y,190.65,1,0.15,27.58
ORD-005111,10/4/2023,2023,10,Q4,Fall,CUST-07962,Female,Regular,Europe,Germany,Electronics,Headphones,JBL Tune 760NC,111.32,3,0,31.01
ORD-005112,8/3/2024,2024,8,Q3,Summer,CUST-04635,Female,Regular,Europe,Spain,Clothing,Women's Wear,High-Waist Jeans,114.41,1,0.25,11.31
ORD-005113,6/15/2021,2021,6,Q2,Summer,CUST-07744,Female,Regular,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,80.2,2,0.05,39.94
ORD-005114,10/24/2023,2023,10,Q4,Fall,CUST-05735,Male,Regular,Asia,South Korea,Beauty & Health,Supplements,Multivitamin Pack,38.78,4,0,87.77
ORD-005115,6/22/2022,2022,6,Q2,Summer,CUST-06053,Male,Regular,Europe,UK,Beauty & Health,Supplements,Omega-3 Fish Oil,43.3,1,0.1,6.09
ORD-005116,5/25/2023,2023,5,Q2,Spring,CUST-04026,Female,Premium,Europe,France,Home & Kitchen,Appliances,Coffee Maker,42.74,1,0,31.59
ORD-005117,3/7/2024,2024,3,Q1,Spring,CUST-04330,Female,Regular,Middle East,Kuwait,Books & Media,Books,Rich Dad Poor Dad,22.79,2,0.15,50.95
ORD-005118,1/7/2024,2024,1,Q1,Winter,CUST-05123,Male,Regular,Europe,UK,Electronics,Headphones,Samsung Galaxy Buds,62.91,2,0.5,19.78
ORD-005119,12/16/2023,2023,12,Q4,Winter,CUST-07699,Male,New,North America,Canada,Clothing,Footwear,Puma Running Shoes,170.91,1,0.15,92.06
ORD-005120,2/6/2024,2024,2,Q1,Winter,CUST-04883,Male,Regular,North America,Canada,Beauty & Health,Supplements,Omega-3 Fish Oil,16.96,1,0,6.24
ORD-005121,6/22/2023,2023,6,Q2,Summer,CUST-05971,Male,New,Europe,UK,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,56.02,1,0,6.66
ORD-005122,4/23/2023,2023,4,Q2,Spring,CUST-07989,Female,VIP,Middle East,Kuwait,Beauty & Health,Supplements,Collagen Peptides,30.21,1,0.1,9.74
ORD-005123,9/23/2022,2022,9,Q3,Fall,CUST-04745,Female,New,Middle East,Jordan,Clothing,Footwear,Nike Air Max,97.38,8,0.5,77.35
ORD-005124,5/4/2022,2022,5,Q2,Spring,CUST-06558,Female,New,Europe,France,Electronics,Smartphones,Xiaomi 13,576.09,4,0.25,74.51
ORD-005125,9/21/2024,2024,9,Q3,Fall,CUST-06852,Male,VIP,Asia,India,Electronics,Laptops,MacBook Air M2,2135.58,1,0.05,9.58
ORD-005126,10/19/2023,2023,10,Q4,Fall,CUST-02456,Male,Regular,North America,Canada,Clothing,Footwear,Adidas Ultraboost,105.96,1,0,72.62
ORD-005127,9/3/2021,2021,9,Q3,Fall,CUST-02114,Female,Regular,Asia,Singapore,Beauty & Health,Skincare,Vitamin C Serum,46.28,2,0.15,25.01
ORD-005128,6/10/2024,2024,6,Q2,Summer,CUST-06696,Female,Regular,North America,Mexico,Books & Media,Books,Thinking Fast and Slow,29.45,1,0,88.5
ORD-005129,7/26/2023,2023,7,Q3,Summer,CUST-01651,Female,Premium,Middle East,Kuwait,Home & Kitchen,Furniture,Bookshelf 5-Tier,92.04,2,0.05,74
ORD-005130,3/21/2024,2024,3,Q1,Spring,CUST-07769,Male,VIP,North America,USA,Clothing,Footwear,Converse Chuck Taylor,158.92,1,0,2.32
ORD-005131,10/6/2023,2023,10,Q4,Fall,CUST-07237,Female,VIP,Asia,Japan,Clothing,Men's Wear,Hoodie Sweatshirt,76.98,3,0.5,27.81
ORD-005132,9/27/2023,2023,9,Q3,Fall,CUST-01704,Female,Regular,Asia,Japan,Home & Kitchen,Appliances,Blender Pro,273.79,7,0,80.41
ORD-005133,1/29/2024,2024,1,Q1,Winter,CUST-06166,Male,Regular,North America,Mexico,Beauty & Health,Supplements,Vitamin D3,48.26,1,0,65.06
ORD-005134,4/19/2023,2023,4,Q2,Spring,CUST-07148,Female,Premium,Middle East,Saudi Arabia,Home & Kitchen,Appliances,Blender Pro,117.12,2,0.4,3.45
ORD-005135,11/12/2022,2022,11,Q4,Fall,CUST-07681,Female,VIP,Middle East,Kuwait,Beauty & Health,Supplements,Vitamin D3,15.15,2,0,8.47
ORD-005136,1/28/2023,2023,1,Q1,Winter,CUST-02834,Male,Regular,North America,Mexico,Beauty & Health,Skincare,Vitamin C Serum,41.13,2,0,38.93
ORD-005137,9/6/2024,2024,9,Q3,Fall,CUST-06748,Female,Premium,Asia,Japan,Clothing,Men's Wear,Formal Shirt,89.52,1,0.05,60.39
ORD-005138,5/21/2024,2024,5,Q2,Spring,CUST-02528,Male,Regular,Asia,China,Beauty & Health,Supplements,Omega-3 Fish Oil,72.35,2,0,27.53
ORD-005139,8/23/2023,2023,8,Q3,Summer,CUST-05892,Female,Regular,Europe,Spain,Beauty & Health,Skincare,Sunscreen SPF50,65.21,5,0.3,7.79
ORD-005140,1/4/2023,2023,1,Q1,Winter,CUST-06141,Male,New,North America,Canada,Books & Media,Books,Thinking Fast and Slow,35.99,2,0,16.12
ORD-005141,2/21/2023,2023,2,Q1,Winter,CUST-06123,Male,Regular,Middle East,UAE,Beauty & Health,Supplements,Vitamin D3,59.94,2,0.15,82.17
ORD-005142,5/26/2024,2024,5,Q2,Spring,CUST-03615,Male,New,Middle East,Kuwait,Clothing,Footwear,Adidas Ultraboost,148.12,4,0.05,50.45
ORD-005143,2/8/2022,2022,2,Q1,Winter,CUST-02734,Male,Regular,Middle East,Jordan,Beauty & Health,Supplements,Collagen Peptides,74.9,1,0,8.35
ORD-005144,3/11/2023,2023,3,Q1,Spring,CUST-02513,Female,Premium,Asia,China,Beauty & Health,Supplements,Collagen Peptides,71.06,1,0.3,6.07
ORD-005145,8/20/2023,2023,8,Q3,Summer,CUST-02460,Male,New,Europe,France,Clothing,Men's Wear,Classic T-Shirt,48.62,1,0.25,65.35
ORD-005146,6/2/2023,2023,6,Q2,Summer,CUST-05961,Female,Regular,North America,Canada,Home & Kitchen,Furniture,Office Chair,507.54,1,0.2,45.26
ORD-005147,11/19/2022,2022,11,Q4,Fall,CUST-03913,Male,Regular,Europe,Spain,Beauty & Health,Skincare,Hyaluronic Acid,41.52,3,0,3.83
ORD-005148,4/30/2023,2023,4,Q2,Spring,CUST-01033,Female,Regular,Europe,France,Home & Kitchen,Appliances,Blender Pro,294.48,8,0,18.31
ORD-005149,3/22/2024,2024,3,Q1,Spring,CUST-01354,Female,Premium,Middle East,Jordan,Beauty & Health,Supplements,Collagen Peptides,29.08,2,0.2,9.08
ORD-005150,9/18/2021,2021,9,Q3,Fall,CUST-04175,Female,Regular,Europe,UK,Beauty & Health,Supplements,Vitamin D3,38.65,5,0.4,16.93
ORD-005151,5/6/2024,2024,5,Q2,Spring,CUST-02200,Male,Premium,North America,Mexico,Home & Kitchen,Furniture,Bookshelf 5-Tier,143.29,4,0.25,87.63
ORD-005152,3/13/2022,2022,3,Q1,Spring,CUST-05348,Male,Regular,Middle East,UAE,Home & Kitchen,Kitchen Tools,Knife Block Set,38.43,10,0,4.36
ORD-005153,9/14/2022,2022,9,Q3,Fall,CUST-02611,Male,Regular,Middle East,Egypt,Clothing,Men's Wear,Slim Fit Jeans,48.64,3,0,7.1
ORD-005154,5/2/2024,2024,5,Q2,Spring,CUST-04182,Female,Regular,North America,Canada,Beauty & Health,Skincare,Moisturizing Cream,56.9,1,0,75.03
ORD-005155,5/2/2024,2024,5,Q2,Spring,CUST-03645,Male,Regular,Asia,China,Home & Kitchen,Furniture,Office Chair,152.19,1,0.4,12.75
ORD-005156,8/30/2024,2024,8,Q3,Summer,CUST-05485,Female,New,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,85.07,1,0.05,3.86
ORD-005157,7/11/2024,2024,7,Q3,Summer,CUST-06357,Male,Regular,Middle East,UAE,Beauty & Health,Supplements,Vitamin D3,29.17,1,0.4,99.79
ORD-005158,10/26/2023,2023,10,Q4,Fall,CUST-07333,Female,Regular,Middle East,UAE,Home & Kitchen,Kitchen Tools,Knife Block Set,148.01,2,0.05,6.61
ORD-005159,4/25/2023,2023,4,Q2,Spring,CUST-07778,Female,Premium,North America,Mexico,Books & Media,Books,The Psychology of Money,19.72,1,0.1,34.2
ORD-005160,10/24/2023,2023,10,Q4,Fall,CUST-06859,Female,Regular,Asia,Singapore,Books & Media,Software,VPN Premium 1Y,206.43,1,0.3,31.95
ORD-005161,6/28/2023,2023,6,Q2,Summer,CUST-03759,Female,Premium,Asia,China,Electronics,Smartphones,iPhone 14,774.71,1,0.05,2.1
ORD-005162,7/15/2024,2024,7,Q3,Summer,CUST-03580,Male,New,Europe,Spain,Electronics,Headphones,Bose QC45,248.75,1,0.1,2.61
ORD-005163,6/30/2022,2022,6,Q2,Summer,CUST-01893,Male,New,North America,Canada,Clothing,Footwear,Converse Chuck Taylor,75.52,1,0.15,6.27
ORD-005164,2/26/2023,2023,2,Q1,Winter,CUST-06314,Male,Regular,Asia,Japan,Electronics,Headphones,Bose QC45,286.63,1,0.5,75.2
ORD-005165,5/7/2023,2023,5,Q2,Spring,CUST-03608,Female,Premium,Asia,China,Clothing,Women's Wear,Blouse Top,31.34,5,0.25,85.45
ORD-005166,10/28/2023,2023,10,Q4,Fall,CUST-02089,Male,Regular,Middle East,Kuwait,Clothing,Women's Wear,Maxi Skirt,73.13,2,0,67.85
ORD-005167,12/31/2021,2021,12,Q4,Winter,CUST-04547,Male,New,Middle East,Kuwait,Electronics,Smartphones,OnePlus 11,319.5,3,0,5.81
ORD-005168,5/14/2022,2022,5,Q2,Spring,CUST-06927,Male,Regular,Middle East,Egypt,Clothing,Footwear,Vans Old Skool,110.27,4,0.25,6.98
ORD-005169,9/3/2022,2022,9,Q3,Fall,CUST-03746,Male,Regular,North America,Canada,Books & Media,Books,Rich Dad Poor Dad,39.4,2,0.25,44.26
ORD-005170,12/25/2022,2022,12,Q4,Winter,CUST-03785,Male,VIP,Asia,Singapore,Books & Media,Software,Microsoft Office 365,218.34,5,0.4,46.5
ORD-005171,3/11/2022,2022,3,Q1,Spring,CUST-07995,Female,VIP,Asia,China,Beauty & Health,Supplements,Whey Protein 2kg,29.08,2,0.15,12.08
ORD-005172,4/6/2022,2022,4,Q2,Spring,CUST-01694,Male,Regular,Middle East,Egypt,Books & Media,Software,Antivirus Pro,166.4,3,0,38.46
ORD-005173,4/28/2024,2024,4,Q2,Spring,CUST-06898,Male,Premium,Asia,Singapore,Home & Kitchen,Furniture,Bookshelf 5-Tier,416.33,2,0.3,5.65
ORD-005174,5/4/2023,2023,5,Q2,Spring,CUST-01000,Female,Premium,Europe,Italy,Beauty & Health,Supplements,Whey Protein 2kg,61.26,6,0.15,50.62
ORD-005175,6/1/2023,2023,6,Q2,Summer,CUST-05553,Female,Regular,Europe,Germany,Home & Kitchen,Furniture,Study Desk,525.26,2,0.5,7.84
ORD-005176,7/18/2023,2023,7,Q3,Summer,CUST-04862,Male,VIP,Europe,Spain,Beauty & Health,Supplements,Multivitamin Pack,31.46,3,0.4,14.3
ORD-005177,2/4/2022,2022,2,Q1,Winter,CUST-07932,Male,Premium,Middle East,Kuwait,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,72.07,4,0.2,2.95
ORD-005178,3/18/2023,2023,3,Q1,Spring,CUST-06482,Female,Regular,Europe,France,Books & Media,Books,Deep Work,18.53,1,0.05,5.03
ORD-005179,12/27/2023,2023,12,Q4,Winter,CUST-04752,Male,Regular,Middle East,Saudi Arabia,Beauty & Health,Skincare,Moisturizing Cream,82.26,2,0.5,5.47
ORD-005180,1/22/2022,2022,1,Q1,Winter,CUST-05989,Female,Regular,Europe,Spain,Clothing,Women's Wear,Blouse Top,117.91,3,0,8.69
ORD-005181,3/29/2024,2024,3,Q1,Spring,CUST-02425,Female,Regular,Middle East,Saudi Arabia,Electronics,Smartphones,Google Pixel 7,1079.29,5,0.3,9.78
ORD-005182,7/19/2024,2024,7,Q3,Summer,CUST-05391,Female,New,Middle East,Saudi Arabia,Beauty & Health,Supplements,Omega-3 Fish Oil,37.26,5,0.3,10.75
ORD-005183,2/26/2021,2021,2,Q1,Winter,CUST-03569,Male,New,Asia,Japan,Electronics,Laptops,ASUS ZenBook,872.06,2,0.05,57.47
ORD-005184,1/25/2024,2024,1,Q1,Winter,CUST-05934,Female,Regular,Asia,India,Electronics,Laptops,MacBook Air M2,930.73,2,0.15,8.63
ORD-005185,8/6/2023,2023,8,Q3,Summer,CUST-01573,Male,Regular,Middle East,UAE,Clothing,Men's Wear,Chino Pants,16.58,3,0.5,84.36
ORD-005186,1/9/2023,2023,1,Q1,Winter,CUST-03448,Female,Premium,Asia,South Korea,Home & Kitchen,Appliances,Blender Pro,147.76,6,0.15,76.79
ORD-005187,5/17/2023,2023,5,Q2,Spring,CUST-01889,Female,Premium,Europe,Italy,Beauty & Health,Skincare,Sunscreen SPF50,72.37,2,0.2,18.71
ORD-005188,11/21/2024,2024,11,Q4,Fall,CUST-03949,Female,Regular,North America,Canada,Beauty & Health,Supplements,Vitamin D3,24,2,0.2,44.01
